Image,dst_type,dst_lev,dmos_std,dmos
forest-natu934,forest,2,0.16,0.42
forest-natu934,forest,3,0.1222020185,0.7233333333
forest-natu934,forest,4,0.05291502622,0.85
forest-text102,forest,1,0.1721433511,0.2266666667
forest-text102,forest,2,0.09865765725,0.2133333333
forest-text102,forest,3,0.2253885534,0.34
forest-text102,forest,4,0.1474222959,0.6366666667
forest-text28,forest,1,0.04,0.1
forest-text28,forest,2,0.05033222957,0.1766666667
forest-text28,forest,3,0.1703917056,0.4066666667
forest-text28,forest,4,0.04,0.81
forest-text41,forest,1,0.04932882862,0.1066666667
forest-text41,forest,2,0.08504900548,0.2133333333
forest-text41,forest,3,0.1985782801,0.4333333333
forest-text41,forest,4,0.1743559577,0.77
forest-text42,forest,1,0.03055050463,0.1533333333
forest-text42,forest,2,0.1436430762,0.1966666667
forest-text42,forest,3,0.1817507451,0.3566666667
forest-text42,forest,4,0.3214550254,0.5333333333
forest-text44,forest,1,0.08082903769,0.1733333333
forest-text44,forest,2,0.1563116545,0.2766666667
forest-text44,forest,3,0.2968725877,0.4633333333
forest-text44,forest,4,0.2196208855,0.7433333333
forest-text45,forest,1,0.04163331999,0.1666666667
forest-text45,forest,2,0.0896288644,0.1466666667
forest-text45,forest,3,0.2951270913,0.54
forest-text45,forest,4,0.2400694344,0.7766666667
forest-text47,forest,1,0.2386070689,0.2466666667
forest-text47,forest,2,0.1417744688,0.26
forest-text47,forest,3,0.2203028219,0.5133333333
forest-text47,forest,4,0.2683902631,0.7033333333
forest-text81,forest,1,0.1724335621,0.3066666667
forest-text81,forest,2,0.1850225212,0.3166666667
forest-text81,forest,3,0.08326663998,0.6066666667
forest-text81,forest,4,0.04725815626,0.8633333333
forest-urb753,forest,1,0.100166528,0.09666666667
forest-urb753,forest,2,0.1517673658,0.3166666667
forest-urb753,forest,3,0.150443788,0.4433333333
forest-urb753,forest,4,0.3315116891,0.73
forest-urb767,forest,1,0.1550268794,0.2166666667
forest-urb767,forest,2,0.105039675,0.2933333333
forest-urb767,forest,3,0.1582192572,0.7433333333
forest-urb767,forest,4,0.07637626158,0.9333333333
highway-a866041,highway,1,0.1517673658,0.1366666667
highway-a866041,highway,2,0.1550268794,0.2966666667
highway-a866041,highway,3,0.3308070938,0.5833333333
highway-a866041,highway,4,0.3122498999,0.7
highway-art1134,highway,1,0.04582575695,0.17
highway-art1134,highway,2,0.1101514109,0.3233333333
highway-art1134,highway,3,0.1844812547,0.5533333333
highway-art1134,highway,4,0.1,0.85
highway-art1696,highway,1,0.1817507451,0.2966666667
highway-art1696,highway,2,0.2271563338,0.41
highway-art1696,highway,3,0.07637626158,0.6666666667
highway-art1696,highway,4,0.05,0.85
highway-art237,highway,1,0.1059874206,0.2133333333
highway-art237,highway,2,0.150443788,0.4233333333
highway-art237,highway,3,0.04358898944,0.79
highway-art237,highway,4,0,0.97
highway-art238,highway,1,0.08888194417,0.2
highway-art238,highway,2,0.1178982612,0.3
highway-art238,highway,3,0.1907878403,0.48
highway-art238,highway,4,0.2498666311,0.7733333333
highway-art250,highway,1,0.05507570547,0.1766666667
highway-art250,highway,2,0.05,0.3
highway-art250,highway,3,0.05033222957,0.5533333333
highway-art250,highway,4,0.09504384953,0.8466666667
highway-art252,highway,1,0.140118997,0.2433333333
highway-art252,highway,2,0.1228820573,0.35
highway-art252,highway,3,0.04509249753,0.7433333333
highway-art252,highway,4,0.0608276253,0.92
highway-art558,highway,1,0.0608276253,0.17
highway-art558,highway,2,0.146401275,0.2766666667
highway-art558,highway,3,0.09539392014,0.55
highway-art558,highway,4,0.1594783162,0.7566666667
highway-art576,highway,1,0.05291502622,0.2
highway-art576,highway,2,0.09018499506,0.2933333333
highway-art576,highway,3,0.1193035345,0.4833333333
highway-art576,highway,4,0.2666458325,0.7
highway-art579,highway,1,0.08888194417,0.15
highway-art579,highway,2,0.1154700538,0.2433333333
highway-art579,highway,3,0.2311565126,0.4266666667
highway-art579,highway,4,0.2206807649,0.74
highway-art596,highway,1,0.09,0.15
highway-art596,highway,2,0.2066397832,0.27
highway-art596,highway,3,0.2702468008,0.3666666667
highway-art596,highway,4,0.3690979996,0.6166666667
highway-art773,highway,1,0.1616580754,0.2333333333
highway-art773,highway,2,0.1662327685,0.3366666667
highway-art773,highway,3,0.2179449472,0.5
highway-art773,highway,4,0.225905585,0.6366666667
highway-bost147,highway,1,0.1365039682,0.1966666667
highway-bost147,highway,2,0.1858314649,0.2966666667
highway-bost147,highway,3,0.2787471973,0.51
highway-bost147,highway,4,0.2836077103,0.6766666667
highway-bost153,highway,1,0.0692820323,0.08
highway-bost153,highway,2,0.2193931023,0.3633333333
highway-bost153,highway,3,0.1913983629,0.6266666667
highway-bost153,highway,4,0.1078579312,0.8766666667
highway-bost155,highway,1,0.02645751311,0.11
highway-bost155,highway,2,0.1081665383,0.17
highway-bost155,highway,3,0.2676440422,0.3733333333
highway-bost155,highway,4,0.3106981386,0.5433333333
highway-bost157,highway,1,0.1530795,0.2233333333
highway-bost157,highway,2,0.3655589328,0.4633333333
highway-bost157,highway,3,0.1755942292,0.7066666667
highway-bost157,highway,4,0.06658328118,0.8966666667
highway-bost161,highway,1,0.08386497084,0.2566666667
highway-bost161,highway,2,0.1588500341,0.4466666667
highway-bost161,highway,3,0.1795364401,0.7133333333
highway-bost161,highway,4,0.00577350269,0.9066666667
highway-bost165,highway,1,0.03214550254,0.1766666667
highway-bost165,highway,2,0.1907878403,0.4
highway-bost165,highway,3,0.2600640947,0.6933333333
highway-bost165,highway,4,0.1646207763,0.81
highway-bost169,highway,1,0.02309401077,0.2866666667
highway-bost169,highway,2,0.02516611478,0.4866666667
highway-bost169,highway,3,0.1311487705,0.64
highway-bost169,highway,4,0.1234233905,0.7866666667
highway-bost172,highway,1,0.2227853975,0.2433333333
highway-bost172,highway,2,0.1646207763,0.4
highway-bost172,highway,3,0.1808314132,0.72
highway-bost172,highway,4,0.1571623365,0.89
highway-bost173,highway,1,0.05567764363,0.14
highway-bost173,highway,2,0.07,0.24
highway-bost173,highway,3,0.16653328,0.6866666667
highway-bost173,highway,4,0.08144527815,0.8933333333
highway-bost175,highway,1,0.02516611478,0.1966666667
highway-bost175,highway,2,0.09865765725,0.3533333333
highway-bost175,highway,3,0.2138535324,0.5866666667
highway-bost175,highway,4,0.2211334439,0.78
highway-bost180,highway,1,0.14571662,0.3633333333
highway-bost180,highway,2,0.08144527815,0.5433333333
highway-bost180,highway,3,0.09643650761,0.79
highway-bost180,highway,4,0.00577350269,0.9533333333
highway-bost185,highway,1,0.05,0.1
highway-bost185,highway,2,0.02309401077,0.1566666667
highway-bost185,highway,3,0.130511813,0.3133333333
highway-bost185,highway,4,0.1715614564,0.5733333333
highway-bost186,highway,1,0.06806859286,0.1266666667
highway-bost186,highway,2,0.09848857802,0.22
highway-bost186,highway,3,0.3100537588,0.5333333333
highway-bost186,highway,4,0.2968725877,0.7266666667
highway-bost300,highway,1,0.05773502692,0.1666666667
highway-bost300,highway,2,0.1069267662,0.3933333333
highway-bost300,highway,3,0.1715614564,0.6533333333
highway-bost300,highway,4,0.03214550254,0.9533333333
highway-bost304,highway,1,0.01527525232,0.08333333333
highway-bost304,highway,2,0.04,0.24
highway-bost304,highway,3,0.187705443,0.5666666667
highway-bost304,highway,4,0.1473091986,0.87
highway-bost307,highway,1,0.1113552873,0.12
highway-bost307,highway,2,0.1205542755,0.2133333333
highway-bost307,highway,3,0.2107130751,0.44
highway-bost307,highway,4,0.2059935274,0.6566666667
highway-bost312,highway,1,0.04582575695,0.11
highway-bost312,highway,2,0.07505553499,0.2233333333
highway-bost312,highway,3,0.2981610303,0.62
highway-bost312,highway,4,0.262741952,0.7566666667
highway-bost316,highway,1,0.04358898944,0.16
highway-bost316,highway,2,0.06350852961,0.2566666667
highway-bost316,highway,3,0.2029778313,0.54
highway-bost316,highway,4,0.1705872211,0.8
highway-bost321,highway,1,0.09237604307,0.1633333333
highway-bost321,highway,2,0.07234178138,0.1366666667
highway-bost321,highway,3,0.12489996,0.56
highway-bost321,highway,4,0.03055050463,0.7066666667
highway-bost322,highway,1,0.07767453465,0.2033333333
highway-bost322,highway,2,0.1734935157,0.4
highway-bost322,highway,3,0.1858314649,0.7033333333
highway-bost322,highway,4,0.2196208855,0.8533333333
highway-bost325,highway,1,0.07637626158,0.1833333333
highway-bost325,highway,2,0.07371114796,0.2233333333
highway-bost325,highway,3,0.09504384953,0.3966666667
highway-bost325,highway,4,0.1664331698,0.75
highway-bost326,highway,1,0.02081665999,0.08333333333
highway-bost326,highway,2,0.01732050808,0.19
highway-bost326,highway,3,0.1212435565,0.38
highway-bost326,highway,4,0.1040833,0.5733333333
highway-bost330,highway,1,0.4450842617,0.36
highway-bost330,highway,2,0.3023794526,0.3866666667
highway-bost330,highway,3,0.09504384953,0.4566666667
highway-bost330,highway,4,0.3865660789,0.6233333333
highway-bost336,highway,1,0.02309401077,0.08666666667
highway-bost336,highway,2,0.03055050463,0.1433333333
highway-bost336,highway,3,0.3165964835,0.5466666667
highway-bost336,highway,4,0.2362907813,0.8166666667
highway-bost374,highway,1,0.07,0.13
highway-bost374,highway,2,0.04358898944,0.28
highway-bost374,highway,3,0.1252996409,0.65
highway-bost374,highway,4,0.1101514109,0.8566666667
highway-bost389,highway,1,0.1950213664,0.2366666667
highway-bost389,highway,2,0.3003886372,0.3333333333
highway-bost389,highway,3,0.3726929031,0.45
highway-bost389,highway,4,0.2608320021,0.7466666667
highway-bost394,highway,1,0.06506407099,0.1533333333
highway-bost394,highway,2,0.04725815626,0.3066666667
highway-bost394,highway,3,0.05507570547,0.7966666667
highway-bost394,highway,4,0.04582575695,0.95
highway-bost398,highway,1,0.02886751346,0.1666666667
highway-bost398,highway,2,0.06027713773,0.2266666667
highway-bost398,highway,3,0.1484362939,0.4633333333
highway-bost398,highway,4,0.127410099,0.7733333333
highway-gre125,highway,1,0.05291502622,0.14
highway-gre125,highway,2,0.1379613472,0.2533333333
highway-gre125,highway,3,0.1705872211,0.5
highway-gre125,highway,4,0.262741952,0.7033333333
highway-gre147,highway,1,0.1569500982,0.2233333333
highway-gre147,highway,2,0.2650157228,0.4133333333
highway-gre147,highway,3,0.2311565126,0.5666666667
highway-gre147,highway,4,0.1892969449,0.7833333333
highway-gre275,highway,1,0.01732050808,0.19
highway-gre275,highway,2,0.01154700538,0.3066666667
highway-gre275,highway,3,0.1270170592,0.4866666667
highway-gre275,highway,4,0.1594783162,0.6666666667
highway-gre40,highway,1,0.1973153145,0.3133333333
highway-gre40,highway,2,0.1858314649,0.4866666667
highway-gre40,highway,3,0.1942506971,0.7133333333
highway-gre40,highway,4,0.01732050808,0.99
highway-gre403,highway,1,0.03785938897,0.1666666667
highway-gre403,highway,2,0.07094598885,0.2766666667
highway-gre403,highway,3,0.225166605,0.71
highway-gre403,highway,4,0.1331665624,0.9033333333
highway-gre408,highway,1,0.1096965511,0.1866666667
highway-gre408,highway,2,0.1833030278,0.32
highway-gre408,highway,3,0.1594783162,0.5766666667
highway-gre408,highway,4,0.1692138686,0.7766666667
highway-gre411,highway,1,0.01732050808,0.15
highway-gre411,highway,2,0.03214550254,0.2466666667
highway-gre411,highway,3,0.2236813209,0.5133333333
highway-gre411,highway,4,0.1569500982,0.8166666667
highway-gre415,highway,1,0.187705443,0.1866666667
highway-gre415,highway,2,0.2307234997,0.2666666667
highway-gre415,highway,3,0.262741952,0.4433333333
highway-gre415,highway,4,0.2818391977,0.7066666667
highway-gre426,highway,1,0.144222051,0.24
highway-gre426,highway,2,0.12,0.35
highway-gre426,highway,3,0.2300724524,0.6433333333
highway-gre426,highway,4,0.1436430762,0.8433333333
highway-gre458,highway,1,0.09291573243,0.2333333333
highway-gre458,highway,2,0.2338803113,0.52
highway-gre458,highway,3,0.2203028219,0.5833333333
highway-gre458,highway,4,0.2122105872,0.8433333333
highway-gre472,highway,1,0.02516611478,0.1233333333
highway-gre472,highway,2,0.03055050463,0.2533333333
highway-gre472,highway,3,0.2358671943,0.5233333333
highway-gre472,highway,4,0.1081665383,0.83
highway-gre476,highway,1,0.0896288644,0.2033333333
highway-gre476,highway,2,0.1212435565,0.33
highway-gre476,highway,3,0.1379613472,0.7033333333
highway-gre476,highway,4,0.100166528,0.9033333333
highway-gre480,highway,1,0.09539392014,0.17
highway-gre480,highway,2,0.1350308607,0.2966666667
highway-gre480,highway,3,0.03214550254,0.5433333333
highway-gre480,highway,4,0.1150362262,0.7633333333
highway-gre493,highway,1,0.07094598885,0.1366666667
highway-gre493,highway,2,0.1484362939,0.4866666667
highway-gre493,highway,3,0.08736894948,0.7666666667
highway-gre493,highway,4,0.05033222957,0.9466666667
highway-gre52,highway,1,0.06806859286,0.2033333333
highway-gre52,highway,2,0.2042057786,0.35
highway-gre52,highway,3,0.140118997,0.6233333333
highway-gre52,highway,4,0.08504900548,0.8566666667
highway-gre530,highway,1,0.0608276253,0.18
highway-gre530,highway,2,0.0608276253,0.27
highway-gre530,highway,3,0.07571877794,0.6133333333
highway-gre530,highway,4,0.00577350269,0.9033333333
highway-gre532,highway,1,0.04041451884,0.1366666667
highway-gre532,highway,2,0.04932882862,0.2466666667
highway-gre532,highway,3,0.2088061302,0.55
highway-gre532,highway,4,0.1250333289,0.8233333333
highway-gre536,highway,1,0.02081665999,0.3233333333
highway-gre536,highway,2,0.07211102551,0.46
highway-gre536,highway,3,0.08736894948,0.6866666667
highway-gre536,highway,4,0.08544003745,0.88
highway-gre537,highway,1,0.09291573243,0.2933333333
highway-gre537,highway,2,0.07767453465,0.4633333333
highway-gre537,highway,3,0.02516611478,0.8266666667
highway-gre537,highway,4,0.03605551275,0.95
highway-gre541,highway,1,0.07810249676,0.15
highway-gre541,highway,2,0.1446835628,0.2633333333
highway-gre541,highway,3,0.2919474839,0.4833333333
highway-gre541,highway,4,0.2715388247,0.6766666667
highway-gre609,highway,1,0.06244997998,0.21
highway-gre609,highway,2,0.09609023537,0.2733333333
highway-gre609,highway,3,0.05033222957,0.6233333333
highway-gre609,highway,4,0.08185352772,0.76
highway-gre645,highway,1,0.05196152423,0.23
highway-gre645,highway,2,0.1379613472,0.3533333333
highway-gre645,highway,3,0.2306512519,0.58
highway-gre645,highway,4,0.2020725942,0.7666666667
highway-gre657,highway,1,0.140118997,0.1933333333
highway-gre657,highway,2,0.14,0.26
highway-gre657,highway,3,0.05033222957,0.8033333333
highway-gre657,highway,4,0.03055050463,0.9366666667
highway-gre658,highway,1,0.2260530911,0.25
highway-gre658,highway,2,0.2830783166,0.3233333333
highway-gre658,highway,3,0.2605762844,0.57
highway-gre658,highway,4,0.2468467811,0.7333333333
highway-gre680,highway,1,0.04725815626,0.1866666667
highway-gre680,highway,2,0.1258305739,0.4166666667
highway-gre680,highway,3,0.1808314132,0.67
highway-gre680,highway,4,0.1058300524,0.88
highway-gre684,highway,1,0.1234233905,0.2633333333
highway-gre684,highway,2,0.2289832599,0.3833333333
highway-gre684,highway,3,0.3469870315,0.66
highway-gre684,highway,4,0.3207802986,0.75
highway-n480023,highway,1,0.02645751311,0.1
highway-n480023,highway,2,0.04163331999,0.2566666667
highway-n480023,highway,3,0.1616580754,0.5933333333
highway-n480023,highway,4,0.04358898944,0.91
highway-n480045,highway,1,0.01732050808,0.11
highway-n480045,highway,2,0.06658328118,0.2433333333
highway-n480045,highway,3,0.1443375673,0.5333333333
highway-n480045,highway,4,0.1250333289,0.7733333333
highway-n480070,highway,1,0.00577350269,0.1166666667
highway-n480070,highway,2,0.0896288644,0.2466666667
highway-n480070,highway,3,0.1680277755,0.4933333333
highway-n480070,highway,4,0.1962990915,0.7366666667
highway-nat543,highway,1,0.06110100927,0.1333333333
highway-nat543,highway,2,0.06110100927,0.1966666667
highway-nat543,highway,3,0.2665207934,0.5666666667
highway-nat543,highway,4,0.1594783162,0.8266666667
highway-urb545,highway,1,0.2454248018,0.1966666667
highway-urb545,highway,2,0.08082903769,0.2533333333
highway-urb545,highway,3,0.2573583753,0.6466666667
highway-urb545,highway,4,0.130511813,0.8633333333
highway-urb714,highway,1,0.09073771726,0.09666666667
highway-urb714,highway,2,0.1115048579,0.1733333333
highway-urb714,highway,3,0.1985782801,0.5166666667
highway-urb714,highway,4,0.1193035345,0.8033333333
highway-urb754,highway,1,0.0692820323,0.14
highway-urb754,highway,2,0.07937253933,0.23
highway-urb754,highway,3,0.2605762844,0.59
highway-urb754,highway,4,0.1931320792,0.76
highway-urb759,highway,1,0.08326663998,0.1866666667
highway-urb759,highway,2,0.1153256259,0.29
highway-urb759,highway,3,0.17,0.43
highway-urb759,highway,4,0.1513274595,0.55
highway-urb962,highway,1,0.01,0.1
highway-urb962,highway,2,0.04,0.16
highway-urb962,highway,3,0.06,0.54
highway-urb962,highway,4,0.04041451884,0.8866666667
insidecity-a212025,insidecity,1,0.07549834435,0.17
insidecity-a212025,insidecity,2,0.1021436896,0.2433333333
insidecity-a212025,insidecity,3,0.1350308607,0.4033333333
insidecity-a212025,insidecity,4,0.2730079364,0.6533333333
insidecity-a385075,insidecity,1,0.02,0.11
insidecity-a385075,insidecity,2,0.06429100507,0.2066666667
insidecity-a385075,insidecity,3,0.06429100507,0.3266666667
insidecity-a385075,insidecity,4,0.1053565375,0.55
insidecity-a462055,insidecity,1,0.06,0.16
insidecity-a462055,insidecity,2,0.1270170592,0.2533333333
insidecity-a462055,insidecity,3,0.1757839583,0.49
insidecity-a462055,insidecity,4,0.2042873793,0.6966666667
insidecity-a463036,insidecity,1,0.04509249753,0.1833333333
insidecity-a463036,insidecity,2,0.1171893055,0.3166666667
insidecity-a463036,insidecity,3,0.02309401077,0.7233333333
insidecity-a463036,insidecity,4,0.08504900548,0.9066666667
insidecity-a487026,insidecity,1,0.02081665999,0.1666666667
insidecity-a487026,insidecity,2,0.1493318452,0.41
insidecity-a487026,insidecity,3,0.07637626158,0.6666666667
insidecity-a487026,insidecity,4,0.04509249753,0.8966666667
insidecity-a805082,insidecity,1,0.1644181661,0.2833333333
insidecity-a805082,insidecity,2,0.2345918441,0.3066666667
insidecity-a805082,insidecity,3,0.08326663998,0.6933333333
insidecity-a805082,insidecity,4,0.06027713773,0.8666666667
insidecity-a805091,insidecity,1,0.1222020185,0.2233333333
insidecity-a805091,insidecity,2,0.130511813,0.2833333333
insidecity-a805091,insidecity,3,0.1637070554,0.66
insidecity-a805091,insidecity,4,0.08144527815,0.7466666667
insidecity-art1117,insidecity,1,0.03785938897,0.1133333333
insidecity-art1117,insidecity,2,0.08717797887,0.16
insidecity-art1117,insidecity,3,0.2138535324,0.5266666667
insidecity-art1117,insidecity,4,0.1761628035,0.7633333333
insidecity-art1125,insidecity,1,0.06350852961,0.1466666667
insidecity-art1125,insidecity,2,0.03,0.25
insidecity-art1125,insidecity,3,0.06658328118,0.3733333333
insidecity-art1125,insidecity,4,0.1357694124,0.7133333333
insidecity-art1186,insidecity,1,0.02081665999,0.1266666667
insidecity-art1186,insidecity,2,0.06027713773,0.2033333333
insidecity-art1186,insidecity,3,0.07549834435,0.34
insidecity-art1186,insidecity,4,0.1942506971,0.7366666667
insidecity-art1291,insidecity,1,0.03,0.16
insidecity-art1291,insidecity,2,0.1026320288,0.2133333333
insidecity-art1291,insidecity,3,0.01527525232,0.3766666667
insidecity-art1291,insidecity,4,0.1474222959,0.7733333333
insidecity-art1486,insidecity,1,0.1479864859,0.2
insidecity-art1486,insidecity,2,0.2709858545,0.3366666667
insidecity-art1486,insidecity,3,0.3219213154,0.4733333333
insidecity-art1486,insidecity,4,0.3223352292,0.64
insidecity-art1594,insidecity,1,0.07,0.26
insidecity-art1594,insidecity,2,0.05567764363,0.38
insidecity-art1594,insidecity,3,0.2212088003,0.6933333333
insidecity-art1594,insidecity,4,0.04163331999,0.9433333333
insidecity-art620,insidecity,1,0.05,0.15
insidecity-art620,insidecity,2,0.08660254038,0.25
insidecity-art620,insidecity,3,0.1607275127,0.5666666667
insidecity-art620,insidecity,4,0.07637626158,0.8166666667
insidecity-art625,insidecity,1,0.1650252506,0.2966666667
insidecity-art625,insidecity,2,0.1587450787,0.45
insidecity-art625,insidecity,3,0.1289702808,0.6766666667
insidecity-art625,insidecity,4,0.1450287328,0.8133333333
insidecity-art649,insidecity,1,0.03511884584,0.1066666667
insidecity-art649,insidecity,2,0.2042057786,0.33
insidecity-art649,insidecity,3,0.2250185178,0.5933333333
insidecity-art649,insidecity,4,0.112398102,0.8733333333
insidecity-art654,insidecity,1,0.09539392014,0.11
insidecity-art654,insidecity,2,0.1493318452,0.12
insidecity-art654,insidecity,3,0.3146956201,0.3366666667
insidecity-art654,insidecity,4,0.3003886372,0.6166666667
insidecity-art656,insidecity,1,0.1178982612,0.17
insidecity-art656,insidecity,2,0.140118997,0.2433333333
insidecity-art656,insidecity,3,0.15011107,0.5533333333
insidecity-art656,insidecity,4,0.05,0.85
insidecity-art659,insidecity,1,0.05507570547,0.1366666667
insidecity-art659,insidecity,2,0.146401275,0.2433333333
insidecity-art659,insidecity,3,0.1931320792,0.39
insidecity-art659,insidecity,4,0.2542308662,0.6766666667
insidecity-art673,insidecity,1,0.06244997998,0.13
insidecity-art673,insidecity,2,0.1587450787,0.32
insidecity-art673,insidecity,3,0.219317122,0.46
insidecity-art673,insidecity,4,0.2742869544,0.5733333333
insidecity-art681,insidecity,1,0.06244997998,0.14
insidecity-art681,insidecity,2,0.1558845727,0.23
insidecity-art681,insidecity,3,0.1446835628,0.4333333333
insidecity-art681,insidecity,4,0.1101514109,0.7366666667
insidecity-art690,insidecity,1,0.1652271164,0.15
insidecity-art690,insidecity,2,0.08544003745,0.14
insidecity-art690,insidecity,3,0.2433789912,0.5933333333
insidecity-art690,insidecity,4,0.01,0.79
insidecity-art795,insidecity,1,0.1228820573,0.18
insidecity-art795,insidecity,2,0.225166605,0.27
insidecity-art795,insidecity,3,0.3731398308,0.4733333333
insidecity-art795,insidecity,4,0.392598183,0.6833333333
insidecity-art847,insidecity,1,0.1096965511,0.1666666667
insidecity-art847,insidecity,2,0.1588500341,0.3533333333
insidecity-art847,insidecity,3,0.1357694124,0.6733333333
insidecity-art847,insidecity,4,0.02645751311,0.85
insidecity-art903,insidecity,1,0.00577350269,0.1033333333
insidecity-art903,insidecity,2,0.02645751311,0.17
insidecity-art903,insidecity,3,0.07637626158,0.2833333333
insidecity-art903,insidecity,4,0.1126942767,0.53
insidecity-bost27,insidecity,1,0.08185352772,0.13
insidecity-bost27,insidecity,2,0.1137248141,0.2166666667
insidecity-bost27,insidecity,3,0.2165640783,0.47
insidecity-bost27,insidecity,4,0.1352774926,0.79
insidecity-bost44,insidecity,1,0.08736894948,0.1366666667
insidecity-bost44,insidecity,2,0.1530795,0.2566666667
insidecity-bost44,insidecity,3,0.1738773514,0.5866666667
insidecity-bost44,insidecity,4,0.1228820573,0.81
insidecity-bost79,insidecity,1,0.1106044002,0.2333333333
insidecity-bost79,insidecity,2,0.07937253933,0.25
insidecity-bost79,insidecity,3,0.08185352772,0.68
insidecity-bost79,insidecity,4,0.1096965511,0.8766666667
insidecity-boston247,insidecity,1,0.04509249753,0.05333333333
insidecity-boston247,insidecity,2,0.09609023537,0.2166666667
insidecity-boston247,insidecity,3,0.1814754345,0.5933333333
insidecity-boston247,insidecity,4,0.1769180601,0.84
insidecity-boston282,insidecity,1,0.06244997998,0.16
insidecity-boston282,insidecity,2,0.1850225212,0.2266666667
insidecity-boston282,insidecity,3,0.2746512941,0.5166666667
insidecity-boston282,insidecity,4,0.2170253441,0.66
insidecity-boston29,insidecity,1,0.08544003745,0.12
insidecity-boston29,insidecity,2,0.1814754345,0.2166666667
insidecity-boston29,insidecity,3,0.2389560629,0.43
insidecity-boston29,insidecity,4,0.2705549852,0.62
insidecity-boston305,insidecity,1,0.04041451884,0.1333333333
insidecity-boston305,insidecity,2,0.13,0.3
insidecity-boston305,insidecity,3,0.1900876991,0.5466666667
insidecity-boston305,insidecity,4,0.1858314649,0.7933333333
insidecity-boston340,insidecity,1,0.0896288644,0.1566666667
insidecity-boston340,insidecity,2,0.1006644591,0.2333333333
insidecity-boston340,insidecity,3,0.1285820101,0.4833333333
insidecity-boston340,insidecity,4,0.06658328118,0.8733333333
insidecity-boston383,insidecity,1,0.07637626158,0.1666666667
insidecity-boston383,insidecity,2,0.04582575695,0.24
insidecity-boston383,insidecity,3,0.2557994006,0.5566666667
insidecity-boston383,insidecity,4,0.1587450787,0.78
insidecity-city21,insidecity,1,0.06429100507,0.2233333333
insidecity-city21,insidecity,2,0.08386497084,0.2966666667
insidecity-city21,insidecity,3,0.1228820573,0.54
insidecity-city21,insidecity,4,0.162583312,0.7233333333
insidecity-gre286,insidecity,1,0.07549834435,0.13
insidecity-gre286,insidecity,2,0.1026320288,0.3133333333
insidecity-gre286,insidecity,3,0.2081665999,0.5333333333
insidecity-gre286,insidecity,4,0.05507570547,0.8066666667
insidecity-gre318,insidecity,1,0.09451631253,0.1733333333
insidecity-gre318,insidecity,2,0.1307669683,0.21
insidecity-gre318,insidecity,3,0.2205296654,0.3666666667
insidecity-gre318,insidecity,4,0.3179622619,0.56
insidecity-gre511,insidecity,1,0.0608276253,0.16
insidecity-gre511,insidecity,2,0.05859465277,0.2533333333
insidecity-gre511,insidecity,3,0.2386070689,0.4233333333
insidecity-gre511,insidecity,4,0.162583312,0.7266666667
insidecity-gre9,insidecity,1,0.02645751311,0.13
insidecity-gre9,insidecity,2,0.03214550254,0.1366666667
insidecity-gre9,insidecity,3,0.1096965511,0.3633333333
insidecity-gre9,insidecity,4,0.1562049935,0.53
insidecity-gre98,insidecity,1,0.02516611478,0.1266666667
insidecity-gre98,insidecity,2,0.11,0.19
insidecity-gre98,insidecity,3,0.200748599,0.41
insidecity-gre98,insidecity,4,0.1680277755,0.6066666667
insidecity-hous106,insidecity,1,0.09451631253,0.1866666667
insidecity-hous106,insidecity,2,0.1514375559,0.3033333333
insidecity-hous106,insidecity,3,0.3055050463,0.5533333333
insidecity-hous106,insidecity,4,0.1113552873,0.83
insidecity-hous109,insidecity,1,0.05033222957,0.1433333333
insidecity-hous109,insidecity,2,0.1058300524,0.19
insidecity-hous109,insidecity,3,0.401497198,0.46
insidecity-hous109,insidecity,4,0.3450120771,0.6466666667
insidecity-hous120,insidecity,1,0.05567764363,0.13
insidecity-hous120,insidecity,2,0.1808314132,0.27
insidecity-hous120,insidecity,3,0.09237604307,0.7633333333
insidecity-hous120,insidecity,4,0.08144527815,0.8666666667
insidecity-hous130,insidecity,1,0.01527525232,0.09333333333
insidecity-hous130,insidecity,2,0.1662327685,0.2533333333
insidecity-hous130,insidecity,3,0.2497999199,0.48
insidecity-hous130,insidecity,4,0.162583312,0.7333333333
insidecity-hous15,insidecity,1,0.1044030651,0.14
insidecity-hous15,insidecity,2,0.130511813,0.2033333333
insidecity-hous15,insidecity,3,0.07,0.6
insidecity-hous15,insidecity,4,0.05686240703,0.8866666667
insidecity-hous18,insidecity,1,0.01527525232,0.04666666667
insidecity-hous18,insidecity,2,0.04932882862,0.1633333333
insidecity-hous18,insidecity,3,0.2919474839,0.5333333333
insidecity-hous18,insidecity,4,0.2179449472,0.7
insidecity-hous19,insidecity,1,0.146401275,0.1966666667
insidecity-hous19,insidecity,2,0.2163330765,0.28
insidecity-hous19,insidecity,3,0.3538832199,0.5466666667
insidecity-hous19,insidecity,4,0.3265475973,0.7166666667
insidecity-hous22,insidecity,1,0.01154700538,0.1233333333
insidecity-hous22,insidecity,2,0.05196152423,0.22
insidecity-hous22,insidecity,3,0.1113552873,0.41
insidecity-hous22,insidecity,4,0.2010804151,0.7033333333
insidecity-hous24,insidecity,1,0.04932882862,0.1433333333
insidecity-hous24,insidecity,2,0.09539392014,0.29
insidecity-hous24,insidecity,3,0.1159022577,0.5133333333
